Lon,Lat,Clave,Edo,Est,Tmed
-98.69,25.12,CANDIDOAG,TAMPS,C·ndido Aguilar Tamps. SGT*,17.6
-99.15,22.99,AHLTP,TAMPS,Ahualulco Tamps.,20.5
-98.41,22.8,GONZALEZTP,TAMPS,Gonz·lez Tamps. SGT*,21.2
-99.08,23.39,LAENCANTADA,TAMPS,La Encantada Tamps. SGT*,19.5
-99.13,23.73,CVICTORIAob,TAMPS,Observatorio de Ciudad Victoria Tamps.SMN*,19.1
-97.77,23.79,LAPESCAMAR,TAMPS,La Pesca Tamps. SEMAR*,19.2
-98.94,23.94,CORTP,TAMPS,Corona Tamps.,18.0
-98.67,23.96,PVGUERRERO,TAMPS,Presa Vicente Guerrero Tamps. SGT*,19.8
-98.9,24.04,PADILLA,TAMPS,Padilla Tamps. SGT*,19.1
-99.6,24.18,PTODEVALLES,TAMPS,Puerto de Valles Tamps. SGT*,15.5
-98.16,24.84,FD2TP,TAMPS,San Fernando Tamps. SMN*,19.6
-98.6,25.1,MENDEZ,TAMPS,MÈndez Tamps. SGT*,18.7
-97.52,25.88,MA2TP,TAMPS,Matamoros Tamps. SMN*,17.9
-99.53,27.44,NUEVOLAREDO,TAMPS,Nuevo Laredo Tamps. SGT*,15.3
-99.92,22.58,CIUDADMANTE,TAMPS,Ciudad Mante Tamps. SMN*,21.4
-99.15,23.05,GOMEZFARIAS,TAMPS,GÛmez FarÌas Tamps. SGT*,17.8
-97.95,23.17,LAETP,TAMPS,La Esperanza Tamps.,19.6
-98.21,23.76,SLMTP,TAMPS,Observatorio de Soto la Marina Tamps.,19.8
-98.87,24.12,PILON,TAMPS,PilÛn Tamps. SGT*,19.3
-99.55,24.57,VSMTP,TAMPS,Victoria San Marcos Tamps.,18.4
-98.81,25.03,CNDTP,TAMPS,C·ndido Aguilar Tamps.,16.8
-98.59,25.12,MENTP,TAMPS,Mendez Tamps.,17.3
-98.93,26.2,MRGTP,TAMPS,Marte Rodolfo GÛmez Tamps.,16.6
-98.74,23.73,PASOMOLINA,TAMPS,Paso de Molina Tamps. SGT*,20.0
-97.91,19.2,ZITTL,TLAX,Zitlaltepec Tlax.,12.9
-98.24,19.22,ZACTL,TLAX,Zacatelco Tlax.,13.8
-97.77,19.3,CUATL,TLAX,Cuapiaxtla Tlax.,13.7
-98.23,19.32,TLAXCALAob,TLAX,Observatorio de Tlaxcala Tlax. SMN*,14.7
-97.65,19.32,ECTTL,TLAX,El Carmen Tequexquitla Tlax.,12.4
-98.25,19.32,OBSTL,TLAX,Observatorio de Tlaxcala Tlax.,14.8
-98.2,19.56,SJATL,TLAX,San JosÈ Atlanga Tlax.,10.7
-98.56,19.59,CPPTL,TLAX,Calpulalpan Tlax.,10.8
-98.03,19.14,MALINCHEII,TLAX,La Malinche 2 Tlax. SMN*,11.7
-98.04,19.3,MALINCHEI,TLAX,La Malinche 1 Tlax. SMN*,10.5
-97.91,19.32,HMTTL,TLAX,Huamantla Tlax.,12.6
-98.13,19.43,APITL,TLAX,Apizaco Tlax.,13.2
-97.95,19.31,HUATL,TLAX,Huamantla Tlax. SMN*,11.5
-95.03,18.52,SONVC,VER,Sontecomapan Ver.,20.8
-96.97,19.45,TAPVC,VER,Tapachapan Ver.,16.9
-96.41,19.26,LOFVC,VER,Loma Fina Ver.,23.2
-96.95,19.23,TOTVC,VER,Totutla Ver.,16.3
-96.97,19.55,OTIVC,VER,Otilpan Ver.,14.9
-94.92,17.42,LPEVC,VER,Las Perlas Ver.,22.9
-95.03,17.43,JCRVC,VER,Jes˙s Carranza Ver.,22.2
-94.09,17.87,JDCVC,VER,San JosÈ del Carmen Ver.,21.4
-95.13,17.88,SJEVC,VER,San Juan Evangelista Ver.,22.9
-94.77,18.14,MNZVC,VER,Minzapan Ver.,22.2
-95.35,18.25,LAUVC,VER,Lauchapan Ver.,20.8
-95.44,18.58,ARCVC,VER,¡ngel Rosario Cabada Ver.,22.0
-95.63,18.72,RALVC,VER,Radar Alvarado Ver.,22.6
-97.23,18.92,LGRVC,VER,Loma Grande Ver.,11.6
-96.49,19.34,TAMVC,VER,Tamarindo Ver.,23.2
-96.37,19.36,CRDVC,VER,Cardel Ver.,22.5
-96.55,19.4,IDOVC,VER,Õdolos Ver.,23.2
-97.39,19.41,ZALVC,VER,Zalayeta Ver.,10.3
-96.94,19.45,COAVC,VER,Coatepec Ver.,16.0
-96.93,19.48,BRIVC,VER,Briones Ver.,14.6
-96.59,19.5,ACTVC,VER,Actopan Ver.,23.4
-96.92,19.53,XOBVC,VER,Observatorio de Xalapa Ver.,16.7
-96.85,19.55,XCFVC,VER,Xalapa CFE Ver.,16.7
-97.02,19.6,JOYVC,VER,La Joya Ver.,11.5
-96.87,19.65,NAOVC,VER,Naolinco Ver.,15.1
-96.84,19.7,ACAVC,VER,Acatl·n Ver.,13.7
-97.23,19.76,ALTVC,VER,Altotonga Ver.,12.6
-96.98,20.05,LIBVC,VER,Libertad Ver.,21.6
-98.48,20.53,HUYVC,VER,Huayacocotla Ver.,12.8
-97.81,20.89,SBTVC,VER,Sombrerete Ver.,19.6
-97.68,20.93,ALAVC,VER,¡lamo Temapache Ver.,20.4
-98.36,21.3,PSNVC,VER,PlatÛn S·nchez Ver.,19.0
-98.41,21.5,TMPVC,VER,Tempoal Ver.,20.3
-98.16,21.74,CHYVC,VER,Paso de Piedras Ver.,18.5
-98.46,21.77,HGOVC,VER,El Higo Ver.,20.3
-98.51,21.84,OLVVC,VER,El Olivo Ver.,20.5
-98.18,22.06,PNCVC,VER,P·nuco Ver.,18.9
-98.29,21.19,HLSVC,VER,Los Hules Ver.,20.2
-94.16,17.57,TMOVC,VER,Tierra Morada Ver.,22.6
-96.7,19.43,CEGVC,VER,Cerro Gordo Ver.,19.5
-96.7,18.82,PTEAUTOPISTA,VER,Puente de la Autopista Ver. SGT*,22.4
-96.92,18.89,CORDOBASGT,VER,CÛrdoba Ver. SGT*,19.4
-96.66,19.04,PTE4CAMINOS,VER,Puente Cuatro Caminos Ver. SGT*,21.8
-97.04,19.07,COSCOMATEPEC,VER,Coscomatepec CBT99 Ver. SMN*,15.9
-96.84,19.07,TEPATLAXCO,VER,Tepatlaxco Ver. SGT*,18.0
-96.45,19.29,PASOOVEJAS,VER,Paso de Ovejas Ver. SGT*,23.2
-97.27,19.55,PEROTESMN,VER,Perote Ver. SMN*,12.5
-96.92,19.81,TNCVC,VER,Tenochtitl·n Ver.,17.6
-94.93,18.04,ACAYUCAN,VER,Acayucan Ver. SMN*,23.5
-94.4,18.1,COTVC,VER,Observatorio de Coatzacoalcos Ver.,23.2
-95.3,18.14,CTTVC,VER,Cuatotolapan Ver.,21.8
-96.1,18.19,CDALEMAN,VER,Ciudad Alem·n Ver.*,23.1
-95.42,18.47,TZAVC,VER,Tres Zapotes Ver.,23.1
-95.07,18.58,TUXTLASI,VER,Los Tuxtlas 1 Ver. SMN*,16.1
-97.1,18.85,ORZVC,VER,Observatorio de Orizaba Ver.,17.7
-96.11,19.15,VERVC,VER,Observatorio de Veracruz Ver.,23.5
-96.95,19.18,HTSVC,VER,Huatusco Ver.,14.1
-97.24,19.58,PERVC,VER,Perote Ver.,10.0
-96.88,19.6,INCVC,VER,Ingenio ConcepciÛn Ver.,14.8
-97.4,20.96,TXPVC,VER,Observatorio de Tuxpan Ver.,20.8
-94.51,18.14,COATZACOALCOob,VER,Observatorio de Coatzacoalcos Ver. SMN*,24.2
-88.93,20.13,PETYC,YUC,Peto Yuc.,23.4
-89.39,20.29,OXKYC,YUC,Oxkutzcab Yuc.,23.6
-89.56,20.4,TICYC,YUC,Ticul Yuc.,22.6
-89.08,20.46,CANYC,YUC,Cantamayec Yuc.,23.0
-89.71,20.49,MUNYC,YUC,Muna Yuc.,23.4
-89.83,20.75,CHOYC,YUC,Chochol· Yuc.,23.8
-89.64,20.94,FAEYC,YUC,Fuerza AÈrea Yuc.,24.3
-89.65,20.95,MEOYC,YUC,Observatorio de MÈrida Yuc.,24.4
-89.66,20.98,GARYC,YUC,Organismo de Cuenca PenÌnsula de Yucat·n Yuc.,23.0
-89.64,21.03,CICYC,YUC,Centro de InvestigaciÛn CientÌfica Yuc.,23.9
-87.99,21.16,TIZIMIN,YUC,TizimÌn Yuc. SMN*,23.0
-87.68,21.51,CYOYC,YUC,El Cuyo Yuc.,24.3
-88.16,21.57,RLAYC,YUC,RÌo Lagartos Yuc.,22.9
-88.17,21.16,TIZYC,YUC,TizimÌn Yuc.,23.1
-89.22,19.88,BECYC,YUC,BecanchÈn Yuc.,22.6
-90.38,20.86,CELYC,YUC,Celest˙n Yuc. SMN*,24.0
-89.44,21.11,MOCYC,YUC,Mococh· Yuc.,21.8
-89.5,21.08,CONYC,YUC,Conkal Yuc.,21.8
-89.29,21.09,MTOYC,YUC,Motul Yuc.,21.8
-89.65,21.3,PROGRESOob,YUC,Observatorio de Progreso Yuc. SMN*,24.3
-88.16,21.57,RILYC,YUC,RÌo Lagartos Yuc. SMN*,23.6
-88.2,20.69,VALYC,YUC,Observatorio de Valladolid Yuc.,24.2
-89.65,21.28,PROYC,YUC,Observatorio de Progreso Yuc.,23.9
-89.58,20.98,EZAYC,YUC,Emiliano Zapata Yuc.,23.0
-103.51,24.29,SGOZC,ZAC,Santiago Zac.,12.2
-103.36,21.21,MORZC,ZAC,Mezquital del Oro Zac.,17.6
-102.85,21.36,NCTZC,ZAC,Nochistl·n Zac.,13.5
-103.34,21.59,VILZC,ZAC,JosÈ MarÌa Morelos Zac.,19.3
-103.35,21.65,EXCZC,ZAC,Miguel Alem·n Zac.,13.5
-103.31,21.77,TLLZC,ZAC,Tlaltenango Zac.,14.1
-103.46,21.81,ATGZC,ZAC,Atolinga Zac.,12.3
-102.9,22,CHIZC,ZAC,El Chique Zac.,18.6
-101.4,22.12,PINZC,ZAC,Pino Su·rez Zac.,11.3
-102.86,22.12,TAYZC,ZAC,Ing. Juli·n Adame Alatorre Zac.,14.4
-103.56,22.31,MRSZC,ZAC,Monte Escobedo Zac.,9.5
-101.72,22.35,VHGZC,ZAC,Villa Hidalgo Zac.,13.5
-102.8,22.35,PALZC,ZAC,Palomas Zac.,11.3
-103,22.64,JERZC,ZAC,Jerez Zac.,13.9
-102.04,22.67,ELSZC,ZAC,El Saladillo Zac.,10.5
-102.51,22.75,GPEZC,ZAC,Guadalupe Zac.,13.0
-102.51,22.75,ZA2ZC,ZAC,Zacatecas Zac. SMN*,13.2
-102.58,22.76,ZACZC,ZAC,Zacatecas Zac.,12.5
-102.95,22.82,BTEZC,ZAC,RamÛn LÛpez Velarde Zac.,11.3
-103.38,22.85,LOBZC,ZAC,Manuel Felgueres Zac.,11.1
-103.11,22.92,STRZC,ZAC,Santa Rosa Zac.,11.3
-102.66,23,LLBZC,ZAC,Llano Blanco Zac.,10.8
-102.89,23.17,FREZC,ZAC,Fresnillo Zac.,12.2
-103.22,23.18,LREZC,ZAC,Gobernador Leobardo Reynoso Zac.,11.0
-103.1,23.69,ELCZC,ZAC,El Cazadero Zac.,12.2
-103.03,23.82,RGRZC,ZAC,RÌo Grande Zac.,10.6
-102.88,24.32,SFOZC,ZAC,San Francisco Zac.,15.8
-103.88,23.47,TCHZC,ZAC,Chalchihuites Zac.,12.1
-103.4,24.28,JALZC,ZAC,Juan Aldama Zac.,11.4
-102.62,24.98,NTAZC,ZAC,Nuevo Tampico Zac.,13.9
-103.46,21.47,TGOZC,ZAC,Te˙l de Gonz·lez Ortega Zac.,14.6
-102.79,21.56,TLAZC,ZAC,Tlalchichila Zac.,13.0
-103.09,22.93,GJAZC,ZAC,General JoaquÌn Amaro Zac.,11.9
-103.11,21.4,JCHZC,ZAC,Juchipila Zac.,16.6
-102.25,22.44,LMOZC,ZAC,Luis Moya Zac.,13.0
-102.57,22.78,ZACATECASob,ZAC,Observatorio de Zacatecas Zac. SMN*,12.0
-102.9,21.71,PMOZC,ZAC,Los MoraleÒos Zac.,17.4
-101.99,22.26,LORZC,ZAC,Loreto Zac.,12.8
-103.5,22.33,STEZC,ZAC,Independencia Nacional Zac.,13.1
-102.57,22.78,LBUZC,ZAC,Observatorio de Zacatecas Zac.,12.2
-103.64,23.64,SOMZC,ZAC,Observatorio de Sombrerete Zac.,13.4
-103.44,24.29,MGAZC,ZAC,Miguel Auza Zac.,12.3
-101.39,24.62,CORZC,ZAC,ConcepciÛn del Oro Zac.,12.7
-103.6,22.69,LAFLORIDA,ZAC,La Florida Zac. SMN*,11.4
-102.27,22.58,OCAZC,ZAC,Ojo Caliente Zac.,12.6
